Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance
HIST,348,Early Euro Absolut & Expansion,0,11,14,16,7,5,5,2,1,0,0,0,0,0,61,3.2840983606557375,0.33871271163665684
HIST,349,"Age of Revolution, 1775-1815",0,16,21,23,15,10,3,3,0,0,0,0,1,0,92,3.2864130434782606,0.26108484360873674
HIST,350,19thC Romanticism & Politics,0,9,6,2,4,6,2,0,0,0,1,0,0,0,30,3.278666666666666,0.5044248888888888
HIST,350,European History 1815 to 1871,0,4,5,7,3,5,2,0,0,0,0,0,0,2,26,3.256538461538461,0.2591534023668639
HIST,352,Europe in the World,3,22,21,15,9,13,8,6,2,0,5,0,2,2,106,3.091603773584905,0.6471660337056765
HIST,352,Europe in the World Since 1750,0,4,4,5,4,1,8,2,1,0,1,0,0,1,30,2.9103333333333334,0.5855965555555556
HIST,353,European History 1918 to 1939,3,14,8,3,5,0,0,0,0,0,0,0,0,0,33,3.7075757575757575,0.13321230486685032
HIST,354,Twentieth Century Europe,5,38,18,9,13,11,3,3,5,0,1,0,2,0,108,3.3216666666666668,0.5111829732510288
HIST,355,Soviet Jewish History,0,24,11,7,4,1,0,1,0,0,0,1,1,0,50,3.5403999999999995,0.3620391968000001
HIST,357,Modern France,0,6,15,21,20,4,4,2,0,0,1,0,0,1,73,3.2052054794520553,0.276405779696003
HIST,361,Euro Thght & Soc Since 1789,9,7,17,5,10,1,0,0,0,1,0,0,1,0,51,3.4713725490196077,0.24885052053885764
HIST,365,Fict & Historical Imagination,3,13,4,1,1,2,0,0,0,0,0,0,2,0,26,3.4750000000000005,0.23479999999999973
HIST,367,History of Western Medicine,1,11,18,11,14,9,7,4,2,0,0,0,0,0,77,3.173636363636364,0.39762054309327033
HIST,368,The Darwinian Revolution,4,10,9,1,1,0,1,0,0,0,0,0,0,0,26,3.757307692307692,0.14178890532544378
HIST,369,Spain and Portugal from 1808,0,2,6,10,10,8,10,0,2,0,0,0,0,4,48,2.9441666666666664,0.3027243055555556
HIST,370,Colonial America,1,20,32,22,23,12,3,0,2,0,0,0,2,0,117,3.29974358974359,0.25353228026995284
HIST,370,US Colonial History,0,17,8,15,16,7,3,4,2,0,1,0,0,0,73,3.196301369863014,0.45285618314880843
HIST,371,The American Revolution,4,22,18,14,14,5,3,5,1,0,1,0,1,0,88,3.3146590909090916,0.42687528277023845
HIST,373,Origins of the Civil War,11,52,67,51,42,16,6,7,2,0,0,0,4,1,258,3.3634108527131787,0.2724041402830125
HIST,374,Civil War and Reconstruction,21,51,78,68,72,47,19,11,6,3,6,0,9,1,391,3.1418670076726345,0.4254106967756595
HIST,375,Soc History Indus Am to 1918,0,4,7,4,4,1,2,7,1,0,0,0,0,0,30,3.000333333333333,0.5784498888888889
HIST,376,Soc History Indus Am from 1918,0,10,19,15,19,15,3,1,1,0,1,0,0,0,84,3.1951190476190483,0.31802022392290247
HIST,377,United States Since 1932,0,2,1,5,10,6,3,3,1,0,1,0,0,0,32,2.8125,0.39491875
HIST,377,United States since 1932,1,15,6,11,11,3,3,0,1,0,0,0,2,0,53,3.251320754716981,0.3178081933408116
HIST,380,US in an Age of Empire,5,42,39,17,23,9,6,9,4,0,2,3,9,0,168,3.115714285714285,0.605807349368319
HIST,381,Urban History,2,30,34,22,15,3,9,1,0,0,0,0,1,0,117,3.436068376068376,0.2561574834869597
HIST,390,Integration & American Sports,0,34,30,17,3,0,0,2,0,0,1,0,0,0,87,3.6403448275862065,0.22580103051922315
HIST,390,Sport and Society,5,20,14,10,8,5,0,0,0,0,1,0,0,1,63,3.5401587301587303,0.2942301335348954
HIST,392,The 1960s in the U.S.,0,6,12,19,9,3,1,0,0,0,0,0,2,0,52,3.243269230769231,0.1560875696973144
HIST,394,Hidden Political Figures,3,5,3,3,3,3,2,0,1,0,0,0,1,0,24,3.1808333333333336,0.44851177662037034
HIST,396,A History of Israel,10,8,6,2,4,4,4,0,2,0,0,2,0,0,42,3.2704761904761903,0.8206045351473923
HIST,396,Darwin and the Darwinian Rev,4,48,8,2,4,0,0,0,0,0,0,0,0,0,66,3.879090909090909,0.0727900826446281
HIST,396,Debating Israel's History,6,1,10,4,1,4,1,0,1,0,1,0,0,0,29,3.33448275862069,0.5287419738406659
HIST,396,Special Topics,0,19,9,1,4,1,0,0,0,0,0,0,0,0,34,3.7361764705882354,0.14210008650519032
HIST,396,The Irish in Ireland and Amer,0,9,10,6,15,6,0,3,0,0,0,0,1,0,50,3.1940000000000004,0.29424727999999994
HIST,397,Sexuality in Modern Europe,1,5,13,16,15,7,8,1,0,0,1,0,4,0,71,2.9622535211267604,0.33423458792828387
HIST,400,"War, Soc, Politics, & Culture",0,17,5,7,5,2,1,3,2,0,1,0,1,0,44,3.2425,0.6161367897727273
HIST,401,History of Terrorism,2,3,3,3,4,4,3,0,0,0,1,0,0,0,23,3.1160869565217393,0.5280759924385633
HIST,406,History of Mexico from 1519,1,7,11,9,2,6,3,2,2,0,0,1,4,0,48,2.903333333333333,0.5983101851851854
HIST,407,Slavery & Race in Latin Am,0,5,4,3,3,2,0,0,0,0,1,0,4,0,22,2.727727272727273,0.7248728211870771
HIST,410,Decolonization in Africa,0,20,20,2,10,1,2,4,2,0,0,0,3,0,64,3.26140625,0.44463533210754397
HIST,422,Soc-Econ Hist Modern China,0,15,22,21,14,3,4,1,0,0,0,0,2,0,82,3.317073170731707,0.21994083806096837
HIST,437,Middle East in 20th Century,0,1,9,5,9,7,1,0,0,0,0,0,0,0,32,3.178125,0.18064023437500001
HIST,439,The Ottoman Empire,6,33,19,10,15,6,3,0,2,0,0,1,5,1,100,3.3105,0.4014682374999999
HIST,440,Roman Republic to 44 B C,2,27,6,5,5,0,0,0,0,0,0,0,0,0,45,3.7704444444444447,0.12281313580246914
HIST,441,The Roman Empire,0,39,17,17,6,0,3,1,0,0,0,0,0,0,83,3.6384337349397593,0.2048035709101466
HIST,442,Roman Law and Legal Trad,0,11,0,7,7,0,5,3,0,0,0,0,0,0,33,3.210909090909091,0.4708749311294766
HIST,443,Byzantine Empire AD 284-717,3,79,10,18,20,0,3,2,0,0,0,0,2,2,137,3.6177372262773724,0.22876462236029044
HIST,445,Medieval England,1,4,11,6,4,2,1,1,0,1,1,0,2,0,34,3.0691176470588233,0.5307502137187055
HIST,446,Early Modern British Isles,0,5,7,5,4,2,1,1,0,0,0,0,0,0,25,3.3604000000000003,0.28425184000000003
HIST,446,England Under Tudors 1485-1603,0,5,9,4,6,1,0,0,0,1,0,0,1,2,27,3.272222222222222,0.3209343850022862
HIST,447,Britain Stuart Age 1603-1688,3,10,3,6,3,3,0,0,0,0,0,0,0,0,28,3.5714285714285716,0.22085510204081632
HIST,450,European Working Class History,0,3,5,1,3,2,5,1,3,0,1,0,0,2,24,2.82,0.7227
HIST,455,France 1815-1920,0,11,14,5,0,0,0,0,0,0,0,0,1,0,31,3.6138709677419354,0.0673249068510624
HIST,456,Twentieth-Century Germany,0,6,5,5,5,3,2,2,0,0,0,0,0,0,28,3.2382142857142857,0.372307525510204
HIST,460,Russia to Peter the Great,0,0,11,5,4,3,1,1,1,0,0,0,1,1,27,3.0751851851851852,0.3117596352182086
HIST,461,Russia- Peter the Great to Rev,4,16,37,34,21,8,0,2,0,0,2,0,1,0,125,3.35496,0.2654221455872
HIST,462,Soviet Union Since 1917,1,6,8,4,1,1,0,0,0,0,0,0,0,0,21,3.635714285714286,0.12613877551020408
HIST,466,Southeastern Europe,0,11,4,3,5,2,0,2,0,0,0,0,2,0,29,3.207241379310345,0.39730292344909574
HIST,466,The Balkans,0,12,7,6,9,7,4,1,0,0,1,1,2,0,50,3.0469999999999997,0.5620726400000001
HIST,467,Eastern Europe,2,5,1,6,4,1,3,2,0,0,0,0,2,0,26,2.9734615384615384,0.4560246700045517
HIST,471,History of American Families,0,30,16,6,3,1,2,0,0,2,0,0,4,0,64,3.4014062499999995,0.37234243011474627
HIST,472,Immigrant America,0,16,16,9,6,2,1,1,0,0,1,0,0,1,52,3.487692307692308,0.335794674556213
HIST,473,Crises of Political Tolerance,0,1,5,5,6,5,3,1,1,0,0,0,1,0,28,2.8932142857142855,0.31282577897230324
HIST,476,History of the American West,2,10,1,2,4,0,0,2,0,0,0,0,0,0,21,3.5395238095238093,0.4073283446712018
HIST,481,US Intel Cultr Hist from 1859,0,2,9,7,2,2,0,0,1,0,0,0,0,0,23,3.36304347826087,0.2503342155009452
HNDI,201,Elementary Hindi-Urdu I,0,17,1,0,1,2,0,1,1,0,0,0,0,0,23,3.638260869565218,0.4811274102079395
HORT,100,Introduction to Horticulture,113,498,85,70,253,27,29,82,15,8,17,1,21,4,1219,3.367571780147662,0.5440215577406501
HORT,105,Vegetable Gardening,928,778,305,170,226,105,56,80,31,14,29,13,40,5,2775,3.5554522522522527,0.45284467700958514
HORT,106,Home Horticulture,66,107,62,60,82,46,29,25,33,3,7,9,6,4,535,3.13618691588785,0.7085181515515783
HORT,106,The Sustainable Home Garden,34,125,98,69,61,32,19,13,8,1,5,1,5,1,471,3.3641188959660298,0.43281598643492014
HORT,107,Introduction to Floral Design,1,906,276,244,280,14,11,18,1,0,4,0,2,5,1757,3.6415025611838368,0.2095207464042446
HORT,180,Medicinal Plants and Herbology,39,297,102,69,81,32,10,17,8,1,2,0,4,1,662,3.550664652567976,0.33844052817656717
HORT,205,Local Food Networks,40,52,15,7,6,5,4,0,2,0,2,0,2,0,135,3.6471851851851853,0.35722378385408726
HORT,240,Plant Propagation,0,7,7,6,0,0,0,1,0,0,0,0,0,0,21,3.6033333333333335,0.19768888888888886
HORT,301,Woody Landscape Plants,2,5,1,0,5,1,1,1,3,1,1,2,0,0,23,2.7108695652173913,1.305973156899811
HORT,301,Woody Landscape Plants I,7,25,8,23,25,17,15,13,8,4,5,2,5,1,157,2.8045222929936306,0.7357921191877915
HORT,302,Woody Landscape Plants II,7,14,0,7,19,14,4,8,2,3,0,3,0,0,81,2.917901234567901,0.7497252248132907
HORT,360,Vegetable Crop Production,0,4,8,5,3,2,2,0,0,0,0,1,0,0,25,3.2672,0.51581216
HORT,361,Small Fruit Production,3,6,4,2,2,2,1,2,0,0,0,0,1,0,23,3.261304347826087,0.4553719487137338
HORT,361,Small Fruits and Viticulture,3,40,0,0,2,0,0,0,0,0,0,0,0,0,45,3.9555555555555557,0.04246913580246913
HORT,430,Children and Nature,117,510,142,89,63,24,24,16,8,3,8,9,54,9,1067,3.465688847235239,0.41163168946705087
HORT,434,Designing Urban Agriculture,1,14,6,6,9,4,2,3,1,0,0,0,4,0,50,3.0402,0.46794067679999996
HORT,435,Urban Food Production,0,5,8,3,5,0,1,2,1,0,0,0,0,0,25,3.2939999999999996,0.43899199999999994
HORT,442,Plant Nutrition,5,30,3,1,2,3,0,0,0,0,0,0,0,0,44,3.8261363636363637,0.1534600723140496
HORT,447,Horticultural Plant Breeding,5,8,2,2,1,0,0,3,0,0,0,0,0,0,21,3.5714285714285716,0.48849795918367345
HORT,499,Children and Nature,8,30,6,3,2,3,1,0,2,2,0,1,5,3,63,3.286031746031746,0.6697759485216779
HORT,505,Research Methods in Plant Sci,0,50,2,4,0,0,0,0,0,0,0,0,0,0,56,3.9403571428571427,0.03239630102040816
HRD,400,Principles of HRE,0,22,13,5,3,1,0,0,0,0,1,0,0,0,45,3.6673333333333336,0.27664622222222224
HRD,402,Business Principles for HRD,0,21,8,1,1,0,0,0,0,0,0,0,0,0,31,3.8609677419354838,0.05551196670135276
HRD,411,Training System Design,12,29,14,13,3,2,1,0,0,0,0,0,1,1,75,3.6712,0.14801443413333334
HRD,414,Facilitation Skills,18,3,0,0,1,0,0,0,0,0,0,0,0,0,22,3.9545454545454546,0.04338842975206612
HRD,415,Diversity in the Workplace,0,61,5,4,1,3,1,2,0,0,1,0,1,0,79,3.721645569620253,0.3096713965832318
HRD,440,Work Analysis,0,9,5,1,6,1,0,0,0,0,0,0,0,0,22,3.561363636363637,0.20588450413223142
HRD,470,Design of Learning Systems,12,8,2,3,1,1,1,0,0,0,0,0,0,0,28,3.7617857142857143,0.19762181122448977
HRD,472,Learning Technologies,10,17,3,3,0,0,0,0,0,0,0,0,0,0,33,3.909090909090909,0.04244462809917355
HRD,530,Organization Development,5,70,7,8,9,1,0,0,0,0,0,0,0,0,100,3.82,0.118824
HRD,532,Strategic HRD,0,23,10,2,0,0,0,0,0,0,0,0,0,0,35,3.867428571428571,0.0391905306122449
HRD,540,Learning on the Job,1,13,3,3,1,1,0,0,0,0,0,0,0,0,22,3.757727272727273,0.14322665289256198
HRD,585,Program Evaluation,3,15,2,0,1,1,0,0,0,0,0,0,0,0,22,3.8640909090909092,0.11728780991735538
HRE,400,Principles of HRE,0,34,1,2,15,0,0,0,0,0,0,0,0,0,52,3.6794230769230767,0.2050515902366864
HRE,401,Training in Business/Industry,2,106,34,18,57,15,2,12,0,0,0,0,6,0,252,3.398531746031746,0.33503749433856433
HRE,411,Instructional Design,31,4,0,0,0,0,0,0,0,0,1,0,0,0,36,3.9166666666666665,0.24305555555555555
HRE,415,Diversity in the Workplace,0,17,1,3,1,0,3,0,0,0,0,0,0,0,25,3.6659999999999995,0.321336
HRE,472,Learning Technologies,17,38,5,1,2,0,0,1,0,0,0,0,1,0,65,3.8412307692307692,0.10153611870732818
HRE,490,Analyzing Work for HRD,0,3,2,4,15,3,0,0,0,0,0,0,0,0,27,3.172962962962963,0.142680109739369
HRE,490,Issues and Developments in HRE,0,10,11,7,1,0,0,0,0,0,0,0,0,0,29,3.6786206896551725,0.08086016646848988
HRE,490,Leadership Development,0,18,3,0,0,0,0,0,0,0,0,0,1,0,22,3.7731818181818184,0.04354437453042817
HRE,495,Capstone,31,47,2,4,4,1,4,0,0,0,0,0,0,0,93,3.8349462365591394,0.17639058850734185
HRE,495,Capstone II,0,21,0,1,0,0,0,0,0,0,0,0,0,0,22,3.9695454545454543,0.019477066115702477
HRE,530,Organization Development,0,23,23,5,1,0,0,0,0,0,0,0,0,0,52,3.7703846153846152,0.05783831360946745
HRE,531,Quality Process Improvement,0,46,25,7,18,1,0,1,0,0,0,0,0,0,98,3.65030612244898,0.18009888588088296
HRE,532,Strategic HRD,0,39,6,1,1,0,0,0,0,0,0,0,2,0,49,3.7622448979591843,0.06170366768948295
HRE,533,Management of HRD,4,19,0,0,0,0,1,0,0,0,0,0,0,0,24,3.9304166666666664,0.11136232638888888
HRE,535,Consulting in HRD,3,25,18,5,0,0,0,0,0,0,0,0,0,0,51,3.817843137254902,0.04926397539407921
HRE,585,Program Evaluation,0,29,0,0,1,0,0,0,0,0,0,0,0,0,30,3.966666666666667,0.03222222222222222
IB,100,Biological Sciences,6,1461,0,0,864,0,0,379,0,0,149,0,145,21,3004,3.118175765645806,0.7640511610865253
IB,100,Biology in Today's World,0,485,0,0,474,0,0,217,0,0,83,0,121,6,1380,2.8108695652173914,0.8098677125284238
IB,101,Biological Sciences,0,57,0,0,33,0,0,11,0,0,2,0,0,0,103,3.407766990291262,0.5715901592987086
IB,102,"Plants, People & Environment",15,56,37,38,41,25,22,24,16,10,11,4,5,0,304,2.924473684210526,0.8248552109910335
IB,103,Introduction to Plant Biology,13,105,21,47,205,31,42,179,23,14,71,2,15,5,768,2.5892968749999996,0.798504095975558
IB,104,Animal Biology,38,57,22,24,39,12,18,12,9,0,3,0,4,1,238,3.250714285714285,0.5696126264791632
IB,105,Environmental Biology,687,2653,796,569,1066,313,179,274,114,98,63,77,182,31,7071,3.339015697921086,0.5782654572227669
IB,106,Extinction: Dinosaurs to Dodos,187,408,71,133,130,38,33,27,10,2,13,0,13,10,1065,3.5100187793427224,0.41538439982818
IB,107,"Global Warming, Biofuels, Food",65,107,75,31,29,23,8,11,6,3,5,0,8,2,371,3.435417789757413,0.46459635342623695
IB,108,The Biology of Dinosaurs,25,32,36,23,33,14,13,10,10,7,6,8,5,0,222,2.9763513513513513,0.8930198547799079
IB,109,Insects and People,0,198,0,0,154,0,0,68,0,0,14,0,9,3,443,3.1693002257336342,0.6769803787414449
IB,150,Organismal & Evolutionary Biol,197,821,382,334,496,219,163,208,75,54,50,17,46,8,3062,3.172155453951666,0.6423263695944791
IB,151,Organismal & Evol Biol Lab,1,184,80,43,45,10,9,4,1,0,0,0,0,1,377,3.631644562334218,0.22832673838555118
IB,199,Undergraduate Open Seminar,108,1091,37,11,33,3,4,9,4,1,10,1,11,10,1323,3.8710733182161756,0.16140179962439602
IB,202,Anatomy and Physiology,1,354,16,75,449,21,54,166,10,11,64,2,23,12,1246,2.9582905296950246,0.7075845530436077
IB,202,Physiology,10,84,0,9,20,0,2,2,0,0,0,0,0,0,127,3.7372440944881893,0.22716327112654225
IB,204,Genetics,8,108,77,100,245,93,48,76,17,4,20,1,12,8,809,2.943288009888752,0.49101201753255524
IB,270,Evolution of Molecules & Cells,4,21,17,8,12,3,1,1,0,0,0,0,0,0,67,3.542835820895522,0.23186807752283362
IB,271,Organismal Biology,5,15,7,8,2,5,0,1,0,0,0,0,1,1,44,3.4927272727272722,0.2653756574004509
IB,302,Evolution,34,153,151,240,246,145,113,63,42,17,16,2,19,5,1241,3.002336825141015,0.48890066187488507
IB,303,Anatomy,1,12,13,12,12,18,4,6,6,6,6,0,2,0,98,2.7454081632653065,0.7940663439553246
IB,329,Animal Behavior,0,717,5,0,389,0,0,97,4,0,1,0,0,2,1213,3.507856553998352,0.42412632072580025
IB,335,Systematics of Plants,39,55,5,20,65,2,10,44,0,2,15,1,7,0,265,2.9846037735849054,0.8253515682986626
IB,360,Evolution and Human Health,56,838,30,86,600,10,20,144,6,0,22,0,4,14,1816,3.395264317180617,0.482203080392992
IB,361,Ecology and Human Health,24,345,249,92,79,29,15,7,4,0,2,1,0,2,847,3.623282172373081,0.23512145874947207
IB,362,Marine Biology,14,47,7,6,23,6,3,10,1,0,2,1,3,1,123,3.300975609756098,0.61107449592045
IB,363,Plants and Their Uses,0,103,0,0,74,2,1,20,0,0,4,0,4,0,208,3.296490384615385,0.5476670315255888
IB,364,Bioinformatics & Human Genome,19,11,3,6,7,3,2,3,0,0,0,0,1,0,55,3.466545454545454,0.38611102268970704
IB,364,Genomics and Human Health,18,13,7,5,9,1,1,0,0,0,1,0,0,0,55,3.6243636363636362,0.32370823140495864
IB,368,Vertebrate Natural History,12,76,11,16,69,11,11,22,1,4,6,0,7,0,246,3.1082926829268294,0.6188020288929837
IB,372,Ecology and Evolution,3,13,0,4,3,0,0,0,0,0,0,0,0,0,23,3.7530434782608695,0.14751682419659734
IB,401,Introduction to Entomology,10,31,10,8,22,6,4,9,0,0,6,0,2,0,108,3.1729629629629623,0.7078042955850227
IB,405,Ecological Genetics,1,14,5,9,9,1,1,1,0,0,0,0,0,0,41,3.471219512195122,0.26044973230220103
IB,409,Evol of Infectious Disease,3,9,3,1,3,2,1,0,0,0,0,0,0,0,22,3.5913636363636368,0.2922117768595041
IB,410,Evolution and Development,1,10,4,1,3,1,1,0,2,0,0,0,0,0,23,3.4499999999999997,0.5366347826086957
IB,411,Bioinspiration,89,176,54,44,50,18,10,17,5,9,8,4,59,7,543,3.114290976058932,0.6571252546880647
IB,420,Plant Physiology,15,119,9,24,51,8,5,10,0,0,1,0,0,2,242,3.5370247933884293,0.36354404070760193
IB,426,Env and Evol Physl of Animals,8,45,9,30,37,32,18,19,9,2,2,0,0,3,211,3.0379146919431275,0.5690364097841468
IB,427,Insect Physiology,0,16,2,4,3,0,0,0,0,0,0,0,0,0,25,3.7464,0.13622304
IB,429,Animal Behavior,3,137,22,18,92,15,10,34,7,6,6,4,5,3,359,3.165403899721449,0.7015855353556589
IB,431,Behavioral Ecology,0,80,23,7,11,0,3,3,0,0,1,0,1,1,129,3.6799224806201547,0.2733013159800977
IB,432,Genes and Behavior,46,76,18,7,8,6,0,3,1,1,1,1,3,1,171,3.6728654970760224,0.33680042706197816
IB,433,Comparative Vertebrate Anatomy,2,7,1,5,2,1,0,3,0,0,0,0,0,0,21,3.38047619047619,0.47915691609977323
IB,435,Critical Eval Herbal Remedies,0,19,0,0,8,0,0,0,0,0,0,0,0,0,27,3.7037037037037037,0.2085048010973937
IB,439,Biogeography,11,42,19,14,11,2,3,2,0,0,1,1,1,0,107,3.5453271028037388,0.3799805540703469
IB,443,Evolutionary Ecology,8,18,18,4,13,2,1,1,3,0,0,2,2,0,72,3.3111111111111113,0.5757110768175582
IB,449,Limnology,12,10,8,10,10,2,2,6,0,0,2,0,2,2,64,3.1978125,0.5756169403076172
IB,451,Conservation Biology,29,101,74,36,33,13,5,6,2,1,0,0,2,1,302,3.554602649006622,0.2747188818981159
IB,452,Ecosystem Ecology,2,80,29,40,39,10,4,5,0,0,0,0,1,0,210,3.4792857142857145,0.2662531608357629
IB,453,Community Ecology,27,50,56,32,12,8,1,0,0,0,0,0,0,2,186,3.654677419354839,0.1463614550815123
IB,461,Ornithology,14,46,10,17,31,11,4,10,3,2,2,0,3,1,153,3.233137254901961,0.5591030365394908
IB,462,Mammalogy,3,53,23,8,15,9,1,3,2,0,0,0,0,1,117,3.5534188034188023,0.33614386733873913
IB,463,Ichthyology,20,40,0,11,18,0,4,2,0,0,0,0,0,0,95,3.6205263157894736,0.2990891966759002
IB,464,Herpetology,3,11,3,3,13,1,4,3,1,1,4,0,0,2,47,2.9997872340425533,0.8752276143051155
IB,468,Insect Classification and Evol,0,27,0,3,8,0,2,4,0,0,0,0,0,1,44,3.5147727272727276,0.46738403925619837
IB,471,General Mycology,6,8,3,2,1,1,1,1,0,0,0,0,0,0,23,3.637826086956522,0.33762570888468807
IB,472,Plant Molecular Biology,39,53,0,20,8,0,0,0,0,0,0,0,0,2,120,3.8216666666666668,0.10968055555555555
IB,473,Plant Genomics,24,32,0,10,6,0,0,4,0,0,0,0,0,1,76,3.7276315789473684,0.2743549168975069
IB,481,Biology of Disease Vectors,1,39,15,3,6,1,0,0,0,0,0,0,0,0,65,3.7801538461538464,0.1170384378698225
IB,481,Vector-borne Diseases,0,12,8,2,1,0,0,0,0,0,0,0,0,0,23,3.783478260869565,0.07350964083175804
IB,482,Insect Pest Management,10,60,2,2,18,0,0,1,0,0,0,0,0,1,93,3.763440860215054,0.1925946120938837
IB,483,Insect Pathology,5,21,5,4,11,4,3,3,2,1,3,0,5,1,67,2.9852238805970153,0.779353187393396
IB,485,Environ Toxicology & Health,10,116,83,33,22,20,0,1,0,0,0,0,0,2,285,3.6487719298245618,0.17569287780855647
IB,485,Environmental Toxicology,2,16,13,15,6,5,0,0,0,0,0,0,0,0,57,3.5264912280701757,0.17918768851954447
IB,494,Theoretical Biology + Models,8,12,4,3,1,1,0,0,0,0,0,0,0,0,29,3.8048275862068968,0.11884565992865637
IB,501,Programming for Genomics,0,8,6,7,2,3,0,0,0,0,0,0,0,0,26,3.513076923076923,0.18992130177514793
IB,504,Genomic Analysis of Insects,1,6,4,2,6,3,0,0,0,0,0,0,0,0,22,3.4250000000000003,0.24392499999999998
IB,532,Sustainability & Global Change,17,22,6,4,2,0,0,0,0,0,0,0,0,0,51,3.8694117647058826,0.07018200692041522
IB,533,Human Genome & Bioinformatics,15,6,0,1,0,0,0,0,0,0,0,0,0,0,22,3.9695454545454543,0.019477066115702477
IB,534,Evolution and Medicine,33,12,3,2,0,1,0,0,0,0,0,0,0,0,51,3.9282352941176466,0.053543944636678206
IB,535,Biology and Tech Innovation,14,6,0,1,1,0,0,1,0,0,0,0,0,0,23,3.8404347826086958,0.2114476370510397
IB,536,Evolutionary Biology,0,25,0,0,0,1,0,1,0,0,0,0,0,0,27,3.876666666666667,0.19845185185185185
IB,542,Environmental Plant Physiology,0,14,1,2,2,2,0,0,0,0,0,0,0,0,21,3.698571428571429,0.22078367346938776
IB,546,Analysis of Biological Data: A,0,30,0,4,0,0,0,0,0,0,0,0,0,0,34,3.921176470588235,0.046598615916955
IE,300,Analysis of Data,175,487,511,497,599,371,267,230,141,84,84,60,117,23,3623,2.903519182997516,0.6939280882778741
IE,310,Determin Models in Optmzation,11,49,27,33,39,13,14,2,4,10,7,11,9,0,229,2.933013100436681,0.9198520887978164
IE,310,Operations Research,50,273,143,137,132,76,35,57,10,4,24,6,6,0,953,3.271280167890871,0.5878029323968061
IE,330,Industrial Quality Control,25,96,58,55,52,24,23,18,8,8,11,3,4,0,385,3.186207792207792,0.6824835921977164
IE,340,Human Factors,53,64,15,10,19,5,4,4,1,0,0,0,4,0,179,3.6072067039106144,0.2842818018603608
IE,360,Facilities Planning and Design,29,72,78,83,86,38,17,10,5,0,0,1,1,1,420,3.320809523809524,0.32343368778209697
IE,361,Production Planning & Control,23,84,83,62,47,25,11,7,2,2,0,0,2,0,348,3.4265804597701157,0.3045336880820968
IE,370,Stochastic Processes & Applic,0,45,15,11,6,3,1,3,3,1,0,0,1,0,89,3.509662921348314,0.4310848996196996
IE,398,Stochastic Process and Applic,4,43,0,0,27,0,0,4,0,0,1,0,0,0,79,3.518987341772152,0.42685467072584526
IE,400,Design & Anlys of Experiments,14,65,17,19,26,9,4,8,5,0,1,0,3,0,171,3.3822222222222225,0.46795481914663195
IE,410,Stochastic Processes & Applic,23,124,49,63,96,76,35,49,15,13,44,6,34,1,627,2.7726475279106855,0.8491557869643926
IE,411,Optimization of Large Systems,36,48,41,29,29,18,14,2,2,1,1,1,4,1,226,3.367522123893806,0.40564686446780324
IE,412,OR Models for Mfg Systems,17,48,45,40,48,27,19,16,11,6,3,1,0,0,281,3.1342704626334514,0.5892529375261205
IE,413,Simulation,17,111,53,58,97,28,45,47,12,24,21,10,13,4,536,2.88044776119403,0.8512786596506219
IE,420,Financial Engineering,12,67,46,47,73,42,16,13,11,2,7,3,2,0,341,3.125483870967742,0.5628725698121152
IE,430,Economic Found of Quality Syst,27,147,133,107,159,37,14,18,7,3,2,1,1,0,656,3.3585060975609755,0.33727861702477974
IE,431,Design for Six Sigma,6,46,34,40,35,12,7,3,2,0,0,0,1,1,186,3.3799462365591397,0.2867239940878242
IE,431,Quality Engineering,6,21,18,19,16,3,2,0,0,0,0,0,0,0,85,3.5058823529411773,0.19553951557093424
IE,498,Cmpting for ISE,0,24,14,5,4,1,1,1,0,0,0,0,0,0,50,3.6606,0.21134564
IE,498,Cmptng for ISE,10,23,21,20,8,8,2,0,0,0,0,0,0,0,92,3.5401086956521737,0.21234672731569
IE,510,Applied Nonlinear Programming,3,5,6,4,3,1,0,0,0,0,0,0,0,0,22,3.5913636363636368,0.1611026859504132
IE,511,Integer Programming,1,15,4,0,1,1,0,0,0,0,0,0,0,0,22,3.8340909090909094,0.11813326446280993
IE,522,Statistical Methods in Finance,30,209,70,68,100,33,6,9,3,0,1,0,0,1,529,3.526351606805293,0.29464018639155803
IE,523,Financial Computing,91,116,194,79,37,11,0,4,0,0,0,0,2,0,534,3.6543445692883894,0.132093730593775
IE,524,Optimization in Finance,23,152,84,59,35,17,5,4,1,0,0,0,0,0,380,3.6222631578947375,0.21541329916897506
IE,525,Numerical Methods in Finance,21,159,28,61,71,19,5,5,0,0,0,0,1,2,370,3.543972972972973,0.25805544674747793
IE,526,Stochastic Calculus in Finance,52,100,94,60,38,20,4,4,0,0,0,0,1,1,373,3.5857908847184987,0.20603484026830501
IE,529,Stats of Big Data & Clustering,7,34,22,3,4,0,0,0,0,0,0,0,0,0,70,3.8104285714285715,0.07466981632653061
IE,531,Algorithms for Data Analytics,19,9,16,6,4,1,0,0,0,0,0,0,1,0,56,3.667321428571428,0.11710092417547383
IE,534,Deep Learning,6,45,13,3,3,2,0,0,0,0,0,0,0,1,72,3.8338888888888882,0.10157654320987655
IE,598,Deep Learning,8,18,10,9,4,2,1,0,0,0,0,0,0,0,52,3.6603846153846153,0.18188831360946744
